img_id,caption_id,sent,nsubj_word,nsubj_start,nsubj_stop,nsubj_pos,nsubj_Animacy,nsubj_Case,nsubj_Gender,nsubj_Number,root_word,root_start,root_stop,root_pos,root_Aspect,root_Gender,root_Mood,root_Number,root_Tense,root_VerbForm,root_Voice,root_Person,nsubj_ADJ_start,nsubj_ADJ_stop,obj_word,obj_start,obj_stop,obj_pos,obj_Animacy,obj_Case,obj_Gender,obj_Number,root_Animacy,root_Case,obj_Person,root_Variant,root_Degree,nsubj_Person,nsubj_Degree,nsubj_Aspect,nsubj_Tense,nsubj_VerbForm,nsubj_Voice,nsubj_Variant,root_Foreign,obj_Degree,obj_Aspect,obj_Tense,obj_VerbForm,obj_Voice,root_Tense_error_sent,root_Tense_error_val,root_Tense_error_sent1,root_Tense_error_val1
274091,82454,"Улица с кирпичными домами, британскими флагами и башней с часами.",,,,,,,,,Улица,0.0,5.0,NOUN,,Fem,,Sing,,,,,,,,,,,,,,,Inan,Nom,,,,,,,,,,,,,,,,,,,,
369849,302077,Три лошади пасутся на траве возле уличного знака.,лошади,4.0,10.0,NOUN,Anim,Gen,Fem,Sing,пасутся,11.0,18.0,VERB,Imp,,Ind,Plur,Pres,Fin,Act,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Три лошади паслись на траве возле уличного знака.,Past,Три лошади будут пастись на траве возле уличного знака.,Fut
264110,75705,Игрушка спит в миниатюрной кровати под одеялом.,Игрушка,0.0,7.0,NOUN,Inan,Nom,Fem,Sing,спит,8.0,12.0,VERB,Imp,,Ind,Sing,Pres,Fin,Act,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242342,102662,Две лошади вместе бегут по травянистому полю,лошади,4.0,10.0,NOUN,Anim,Gen,Fem,Sing,бегут,18.0,23.0,VERB,Imp,,Ind,Plur,Pres,Fin,Act,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Две лошади вместе бежали по травянистому полю,Past,Две лошади вместе будут бежать по травянистому полю,Fut
504256,490279,Голова барана на разноцветной полке.,,,,,,,,,Голова,0.0,6.0,PROPN,,Masc,,Sing,,,,,,,,,,,,,,,Anim,Gen,,,,,,,,,,,,,,,,,,,,
471415,113364,Белые овцы пасутся на травяном пастбище возле каменных стен.,овцы,6.0,10.0,NOUN,Anim,Nom,Fem,Plur,пасутся,11.0,18.0,VERB,Imp,,Ind,Plur,Pres,Fin,Act,3.0,0.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487631,363872,"Фотография сделана из машины, на которой изображен ягненок на улице.",,,,,,,,,сделана,11.0,18.0,VERB,Perf,Fem,,Sing,Past,Part,Pass,,,,,,,,,,,,,,,Short,,,,,,,,,,,,,,,,,,
238039,663694,коза на поводке,,,,,,,,,коза,0.0,4.0,NOUN,,Fem,,Sing,,,,,,,,,,,,,,,Inan,Nom,,,,,,,,,,,,,,,,,,,,
23937,701648,маленькая овца лежит в поле,овца,10.0,14.0,NOUN,Inan,Nom,Fem,Sing,лежит,15.0,20.0,VERB,Imp,,Ind,Sing,Pres,Fin,Act,3.0,0.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,маленькая овца лежала в поле,Past,маленькая овца будет лежать в поле,Fut
402626,102307,Собака гоняется за несколькими овцами через пастбище.,Собака,0.0,6.0,NOUN,Anim,Nom,Fem,Sing,гоняется,7.0,15.0,VERB,Imp,,Ind,Sing,Pres,Fin,Act,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434060,88246,Стадо овец пасется на покрытом травой поле.,Стадо,0.0,5.0,ADJ,,Nom,Neut,Sing,пасется,11.0,18.0,VERB,Imp,,Ind,Sing,Pres,Fin,Act,3.0,,,,,,,,,,,,,,,,,Pos,,,,,,,,,,,,,,,
251768,608783,Овцы идут по траве возле ручья.,Овцы,0.0,4.0,NOUN,Inan,Nom,Fem,Plur,идут,5.0,9.0,VERB,Imp,,Ind,Plur,Pres,Fin,Act,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24207,792715,Лохматая овца смотрит в поле.,овца,9.0,13.0,NOUN,Anim,Nom,Fem,Sing,смотрит,14.0,21.0,VERB,Imp,,Ind,Sing,Pres,Fin,Act,3.0,0.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389566,610865,Окружение внешнего города на картине.,,,,,,,,,Окружение,0.0,9.0,NOUN,,Neut,,Sing,,,,,,,,,,,,,,,Inan,Nom,,,,,,,,,,,,,,,,,,,,
474881,624019,Рогатые горные козлы наслаждаются зеленой травой рядом со снегом,козлы,15.0,20.0,NOUN,Anim,Nom,Masc,Plur,наслаждаются,21.0,33.0,VERB,Imp,,Ind,Plur,Pres,Fin,Mid,3.0,8.0,14.0,травой,42.0,48.0,NOUN,Inan,Ins,Fem,Sing,,,,,,,,,,,,,,,,,,,,,,
572408,305022,Корова стоит в поле с коровой поменьше.,Корова,0.0,6.0,NOUN,Anim,Nom,Fem,Sing,стоит,7.0,12.0,VERB,Imp,,Ind,Sing,Pres,Fin,Act,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Корова стояла в поле с коровой поменьше.,Past,Корова будет стоять в поле с коровой поменьше.,Fut
442539,597844,Куча овец стоит в поле,Куча,0.0,4.0,NOUN,Inan,Nom,Fem,Sing,стоит,10.0,15.0,VERB,Imp,,Ind,Sing,Pres,Fin,Act,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206473,354224,Шесть овец стоят близко друг к другу возле травянистого холма.,овец,6.0,10.0,NOUN,Anim,Gen,Fem,Plur,стоят,11.0,16.0,VERB,Imp,,Ind,Plur,Pres,Fin,Act,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557346,14473,Куча животных в травянистой местности.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383039,95290,Рогатый баран и овца пасутся на огороженном поле.,баран,8.0,13.0,NOUN,Anim,Nom,Masc,Sing,пасутся,21.0,28.0,VERB,Imp,,Ind,Plur,Pres,Fin,Act,3.0,0.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51844,100328,четыре ягненка пасутся на огороженном пастбище,ягненка,7.0,14.0,NOUN,Inan,Gen,Masc,Sing,пасутся,15.0,22.0,VERB,Imp,,Ind,Plur,Pres,Fin,Act,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503431,755422,Овцы и бараны пасутся на каменистом склоне.,Овцы,0.0,4.0,NOUN,Inan,Nom,Fem,Plur,пасутся,14.0,21.0,VERB,Imp,,Ind,Plur,Pres,Fin,Act,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361123,114119,Овца в снегу с другими овцами вокруг него.,Овца,0.0,4.0,PROPN,Anim,Gen,Masc,Sing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32587,456194,Овцы пасутся на траве на кургане в хороший день.,Овцы,0.0,4.0,NOUN,Anim,Nom,Masc,Plur,пасутся,5.0,12.0,VERB,Imp,,Ind,Plur,Pres,Fin,Act,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437931,640543,Стадо овец стоит на покрытом травой поле.,Стадо,0.0,5.0,ADJ,,Nom,Neut,Sing,стоит,11.0,16.0,VERB,Imp,,Ind,Sing,Pres,Fin,Act,3.0,,,,,,,,,,,,,,,,,Pos,,,,,,,,,,,,Стадо овец стояло на покрытом травой поле.,Past,Стадо овец будет стоять на покрытом травой поле.,Fut
467776,34446,Мать и теленок стоят в поле.,Мать,0.0,4.0,NOUN,Anim,Nom,Fem,Sing,стоят,15.0,20.0,VERB,Imp,,Ind,Plur,Pres,Fin,Act,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550422,53324,Стадо овец пасется на пастбище.,Стадо,0.0,5.0,ADJ,,Nom,Neut,Sing,пасется,11.0,18.0,VERB,Imp,,Ind,Sing,Pres,Fin,Act,3.0,,,,,,,,,,,,,,,,,Pos,,,,,,,,,,,,,,,
517795,198562,две овцы рядом с деревянной конструкцией за забором,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393203,628372,несколько овец едят траву перед скалой,овец,10.0,14.0,NOUN,Inan,Gen,Fem,Plur,едят,15.0,19.0,VERB,Imp,,Ind,Plur,Pres,Fin,Act,3.0,,,траву,20.0,25.0,NOUN,Inan,Acc,Fem,Sing,,,,,,,,,,,,,,,,,,,,,,
185530,168129,"Пышный зеленый склон, покрытый пасущимися коровами.",,,,,,,,,склон,15.0,20.0,NOUN,,Masc,,Sing,,,,,,,,,,,,,,,Inan,Nom,,,,,,,,,,,,,,,,,,,,
3932,516493,Маленький ягненок с синей веревкой на голове.,,,,,,,,,ягненок,10.0,17.0,NOUN,,Masc,,Sing,,,,,,,,,,,,,,,Inan,Acc,,,,,,,,,,,,,,,,,,,,
321705,463040,Стадо овец пасется на пышном зеленом поле.,Стадо,0.0,5.0,ADJ,,Nom,Neut,Sing,пасется,11.0,18.0,VERB,Imp,,Ind,Sing,Pres,Fin,Act,3.0,,,,,,,,,,,,,,,,,Pos,,,,,,,,,,,,,,,
546556,781117,Группа овец в траве.,,,,,,,,,Группа,0.0,6.0,NOUN,,Fem,,Sing,,,,,,,,,,,,,,,Inan,Nom,,,,,,,,,,,,,,,,,,,,
442149,534805,Две овцы пасутся на поле в гористой местности.,овцы,4.0,8.0,NOUN,Anim,Gen,Fem,Sing,пасутся,9.0,16.0,VERB,Imp,,Ind,Plur,Pres,Fin,Act,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503490,261166,Ягненок стоит рядом с очень высоким зданием.,Ягненок,0.0,7.0,NOUN,Inan,Nom,Masc,Sing,стоит,8.0,13.0,VERB,Imp,,Ind,Sing,Pres,Fin,Act,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59393,222807,"пара овец, идущих по покрытому травой полю.",,,,,,,,,пара,0.0,4.0,NOUN,,Fem,,Sing,,,,,,,,,,,,,,,Inan,Nom,,,,,,,,,,,,,,,,,,,,
191533,101378,Две овцы пасутся в зеленом поле с деревьями на заднем плане.,овцы,4.0,8.0,NOUN,Anim,Gen,Fem,Sing,пасутся,9.0,16.0,VERB,Imp,,Ind,Plur,Pres,Fin,Act,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Две овцы паслись в зеленом поле с деревьями на заднем плане.,Past,Две овцы будут пастись в зеленом поле с деревьями на заднем плане.,Fut
567535,195547,Несколько телят пасутся и бродят по заснеженному полю.,телят,10.0,15.0,NOUN,Anim,Gen,Masc,Plur,пасутся,16.0,23.0,VERB,Imp,,Ind,Plur,Pres,Fin,Act,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360986,92402,Бык чистит свои яйца рядом с камнем.,Бык,0.0,3.0,PROPN,Anim,Nom,Masc,Sing,чистит,4.0,10.0,VERB,Imp,,Ind,Sing,Pres,Fin,Act,3.0,,,яйца,16.0,20.0,NOUN,Inan,Acc,Neut,Plur,,,,,,,,,,,,,,,,,,,,,,
22596,672975,корова стоит у дерева и смотрит на других коров,корова,0.0,6.0,NOUN,Inan,Nom,Fem,Sing,стоит,7.0,12.0,VERB,Imp,,Ind,Sing,Pres,Fin,Act,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535950,563091,Пара коров на грунтовой дороге.,Пара,0.0,4.0,NOUN,Inan,Nom,Fem,Sing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374100,544197,Две коровы в поле смотрят в камеру.,коровы,4.0,10.0,NOUN,Anim,Gen,Fem,Sing,смотрят,18.0,25.0,VERB,Imp,,Ind,Plur,Pres,Fin,Act,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Две коровы в поле смотрели в камеру.,Past,Две коровы в поле будут смотреть в камеру.,Fut
237566,111229,Две черные коровы пасутся на травянистом поле,коровы,11.0,17.0,NOUN,Anim,Gen,Fem,Sing,пасутся,18.0,25.0,VERB,Imp,,Ind,Plur,Pres,Fin,Act,3.0,4.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Две черные коровы паслись на травянистом поле,Past,Две черные коровы будут пастись на травянистом поле,Fut
254555,645952,"Водяной буйвол пасется на высокой траве, а цапля стоит рядом.",цапля,43.0,48.0,NOUN,Inan,Nom,Masc,Sing,пасется,15.0,22.0,VERB,Imp,,Ind,Sing,Pres,Fin,Act,3.0,0.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310618,326535,Корова пытается набрать воды из протекающей трубы.,Корова,0.0,6.0,NOUN,Anim,Nom,Fem,Sing,пытается,7.0,15.0,VERB,Imp,,Ind,Sing,Pres,Fin,Mid,3.0,,,воды,24.0,28.0,NOUN,Inan,Acc,Fem,Plur,,,,,,,,,,,,,,,,,,,Корова пыталась набрать воды из протекающей трубы.,Past,Корова будет пытаться набрать воды из протекающей трубы.,Fut
42875,794749,Корова лежит в траве у воды.,Корова,0.0,6.0,NOUN,Anim,Nom,Fem,Sing,лежит,7.0,12.0,VERB,Imp,,Ind,Sing,Pres,Fin,Act,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488979,26791,Стадо крупного рогатого скота стоит на пастбище рядом с зелеными культурами.,Стадо,0.0,5.0,NOUN,Inan,Nom,Neut,Sing,стоит,30.0,35.0,VERB,Imp,,Ind,Sing,Pres,Fin,Act,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316112,158226,Огромная группа разбросанных овец в поле.,,,,,,,,,группа,9.0,15.0,NOUN,,Fem,,Sing,,,,,,,,,,,,,,,Inan,Nom,,,,,,,,,,,,,,,,,,,,
92145,480808,Несколько очень красивых коричневых коров едят возле забора.,,,,,,,,,едят,42.0,46.0,VERB,Imp,,Ind,Plur,Pres,Fin,Act,3.0,,,коров,36.0,41.0,NOUN,Anim,Gen,Fem,Plur,,,,,,,,,,,,,,,,,,,Несколько очень красивых коричневых коров ели возле забора.,Past,Несколько очень красивых коричневых коров будут есть возле забора.,Fut
308264,351124,Корова лежит на покрытом травой поле.,Корова,0.0,6.0,NOUN,Anim,Nom,Fem,Sing,лежит,7.0,12.0,VERB,Imp,,Ind,Sing,Pres,Fin,Act,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312306,14848,"Различные животные пасутся на пастбище, окруженном лесом.",животные,10.0,18.0,NOUN,Anim,Nom,Neut,Plur,пасутся,19.0,26.0,VERB,Imp,,Ind,Plur,Pres,Fin,Act,3.0,0.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443101,472951,Две коровы на склоне горы на фоне заснеженных гор.,,,,,,,,,коровы,4.0,10.0,NOUN,,Fem,,Sing,,,,,,,,,,,,,,,Anim,Gen,,,,,,,,,,,,,,,,,,,,
576564,776174,пара коров стоит на траве,пара,0.0,4.0,NOUN,Inan,Nom,Fem,Sing,стоит,11.0,16.0,VERB,Imp,,Ind,Sing,Pres,Fin,Act,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213961,597283,Две коровы гуляют по песчаным дюнам на пляже.,коровы,4.0,10.0,NOUN,Anim,Gen,Fem,Sing,гуляют,11.0,17.0,VERB,Imp,,Ind,Plur,Pres,Fin,Act,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Две коровы гуляли по песчаным дюнам на пляже.,Past,Две коровы будут гулять по песчаным дюнам на пляже.,Fut
164497,274698,Взрослый буйвол и его детеныш пасутся на равнине.,буйвол,9.0,15.0,NOUN,Anim,Nom,Masc,Sing,пасутся,30.0,37.0,VERB,Imp,,Ind,Plur,Pres,Fin,Act,3.0,0.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545958,671544,Корова стоит возле белого здания с синим входом.,Корова,0.0,6.0,NOUN,Anim,Nom,Fem,Sing,стоит,7.0,12.0,VERB,Imp,,Ind,Sing,Pres,Fin,Act,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Корова стояла возле белого здания с синим входом.,Past,Корова будет стоять возле белого здания с синим входом.,Fut
523137,300575,"Птица наблюдает, как корова ест траву в поле",корова,21.0,27.0,NOUN,Anim,Nom,Fem,Sing,наблюдает,6.0,15.0,VERB,Imp,,Ind,Sing,Pres,Fin,Act,3.0,,,траву,32.0,37.0,NOUN,Inan,Acc,Fem,Sing,,,,,,,,,,,,,,,,,,,,,,
393840,222631,Стадо диких животных пасется на зеленой траве рядом с озером.,Стадо,0.0,5.0,NOUN,Inan,Nom,Neut,Sing,пасется,21.0,28.0,VERB,Imp,,Ind,Sing,Pres,Fin,Act,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129416,792878,Группа коров пасется в поле возле водоема.,Группа,0.0,6.0,NOUN,Inan,Nom,Fem,Sing,пасется,13.0,20.0,VERB,Imp,,Ind,Sing,Pres,Fin,Act,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Группа коров паслась в поле возле водоема.,Past,Группа коров будет пастись в поле возле водоема.,Fut
35976,654832,животное лежит в траве,животное,0.0,8.0,NOUN,Anim,Nom,Neut,Sing,лежит,9.0,14.0,VERB,Imp,,Ind,Sing,Pres,Fin,Act,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361268,346464,Корова пасется на траве на обочине тротуара.,Корова,0.0,6.0,NOUN,Anim,Nom,Fem,Sing,пасется,7.0,14.0,VERB,Imp,,Ind,Sing,Pres,Fin,Act,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Корова паслась на траве на обочине тротуара.,Past,Корова будет пастись на траве на обочине тротуара.,Fut
77360,533774,белая корова идет по улице рядом с мотоциклами,корова,6.0,12.0,NOUN,Anim,Nom,Fem,Sing,идет,13.0,17.0,VERB,Imp,,Ind,Sing,Pres,Fin,Act,3.0,0.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339512,412522,"Молочные коровы выстраиваются в очередь у забора, чтобы пастись на более сладкой траве.",коровы,9.0,15.0,NOUN,Anim,Nom,Fem,Plur,выстраиваются,16.0,29.0,VERB,Imp,,Ind,Plur,Pres,Fin,Act,3.0,0.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"Молочные коровы выстраивались в очередь у забора, чтобы пастись на более сладкой траве.",Past,"Молочные коровы будут выстраиваться в очередь у забора, чтобы пастись на более сладкой траве.",Fut
167193,414371,Две коровы бодаются на пастбище.,коровы,4.0,10.0,NOUN,Anim,Gen,Fem,Sing,бодаются,11.0,19.0,VERB,Imp,,Ind,Plur,Pres,Fin,Act,3.0,,,друг,20.0,24.0,PRON,,Nom,,,,,,,,,,,,,,,,,,,,,Две коровы бодались на пастбище.,Pres,Две коровы будут бодаться на пастбище.,Fut
116095,639064,"В ряд идут четыре коричневых и белых коровы, а за ними еще пара.",пара,59.0,63.0,NOUN,Inan,Nom,Fem,Sing,идут,6.0,10.0,VERB,Imp,,Ind,Plur,Pres,Fin,Act,3.0,18.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"В ряд шли четыре коричневых и белых коровы, а за ними еще пара.",Past,"В ряд будут идти четыре коричневых и белых коровы, а за ними еще пара.",Fut
60687,159027,Коричневая корова лежит в траве,корова,11.0,17.0,NOUN,Anim,Nom,Fem,Sing,лежит,18.0,23.0,VERB,Imp,,Ind,Sing,Pres,Fin,Act,3.0,0.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343629,296300,Коричневая и белая корова лежит на зеленом пастбище.,,,,,,,,,лежит,26.0,31.0,VERB,Imp,,Ind,Sing,Pres,Fin,Act,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87444,154871,Корова сидит в загоне внутри здания.,Корова,0.0,6.0,NOUN,Anim,Nom,Fem,Sing,сидит,7.0,12.0,VERB,Imp,,Ind,Sing,Pres,Fin,Act,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Корова сидела в загоне внутри здания.,Past,Корова будет сидеть в загоне внутри здания.,Fut
321578,761216,задняя часть коровы на станции кормления,часть,7.0,12.0,NOUN,Inan,Nom,Fem,Sing,,,,,,,,,,,,,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539784,644822,У оживленной дороги пасется большое стадо овец.,стадо,36.0,41.0,NOUN,Inan,Nom,Neut,Sing,пасется,20.0,27.0,VERB,Imp,,Ind,Sing,Pres,Fin,Act,3.0,28.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,У оживленной дороги паслось большое стадо овец.,Past,У оживленной дороги будет пастись большое стадо овец.,Fut
530941,505099,Группа крупного рогатого скота лежит на крыше грязного сарая.,Группа,0.0,6.0,NOUN,Inan,Nom,Fem,Sing,лежит,31.0,36.0,VERB,Imp,,Ind,Sing,Pres,Fin,Act,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224093,67036,"Поле, где пасется стадо коров.",стадо,18.0,23.0,NOUN,Inan,Acc,Neut,Sing,Поле,0.0,4.0,NOUN,,Neut,,Sing,,,,,,,,,,,,,,,Inan,Nom,,,,,,,,,,,,,,,,,,,,
185837,360540,Слоненок играет в воде рядом со взрослым,Слоненок,0.0,8.0,PROPN,Anim,Nom,Masc,Sing,играет,9.0,15.0,VERB,Imp,,Ind,Sing,Pres,Fin,Act,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66800,488445,Слон стоит в траве.,который,6.0,13.0,PRON,,Nom,Masc,Sing,Слон,5.0,10.0,NOUN,,Masc,Ind,Sing,,,,,,,,,,,,,,,Anim,Nom,,,,,,,,,,,,,,,,,Слон стоял в траве.,Past,Слон будет стоять в траве.,Fut
108326,741718,"Большая картина зебр и свиней, стоящих рядом с оленями.",,,,,,,Fem,,картина,8.0,15.0,NOUN,,Fem,,Sing,,,,,,,,,,,,,,,Inan,Nom,,,,,,,,,,,,,,,,,,,,
84643,1164,Слон гуляет по своему вольеру в зоопарке.,Слон,0.0,4.0,NOUN,Anim,Nom,Masc,Sing,гуляет,5.0,11.0,VERB,Imp,,Ind,Sing,Pres,Fin,Act,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485219,226721,Слоненок стоит рядом с небольшим водопоем.,Слоненок,0.0,8.0,NOUN,Inan,Nom,Masc,Sing,стоит,9.0,14.0,VERB,Imp,,Ind,Sing,Pres,Fin,Act,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394288,150688,фотография крупным планом лица слона в одежде.,,,,,,,,,фотография,0.0,10.0,NOUN,,Fem,,Sing,,,,,,,,,,,,,,,Inan,Nom,,,,,,,,,,,,,,,,,,,,
384333,153540,Маленький слон стоит рядом с кустом.,слон,10.0,14.0,NOUN,Anim,Nom,Masc,Sing,стоит,15.0,20.0,VERB,Imp,,Ind,Sing,Pres,Fin,Act,3.0,0.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
568131,314633,Этот слон идет по траве возле скал.,слон,5.0,9.0,NOUN,Anim,Nom,Masc,Sing,идет,10.0,14.0,VERB,Imp,,Ind,Sing,Pres,Fin,Act,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268375,109658,Стадо серых слонов стоит рядом друг с другом на бетонном блоке.,Стадо,0.0,5.0,NOUN,Inan,Nom,Neut,Sing,стоит,19.0,24.0,VERB,Imp,,Ind,Sing,Pres,Fin,Act,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108864,339290,Два слона скрещивают бивни в противостоянии в поле,слона,4.0,9.0,NOUN,Anim,Gen,Masc,Sing,скрещивают,10.0,20.0,VERB,Imp,,Ind,Plur,Pres,Fin,Act,3.0,,,бивни,21.0,26.0,NOUN,Inan,Acc,Masc,Plur,,,,,,,,,,,,,,,,,,,Два слона скрещивали бивни в противостоянии в поле,Past,Два слона будут скрещивать бивни в противостоянии в поле,Fut
483275,175913,"Группа слонов, один из которых поднимает хобот, а за ним поднимается пыль и грязь.",пыль,69.0,73.0,NOUN,Inan,Nom,Fem,Sing,Группа,0.0,6.0,NOUN,,Fem,,Sing,,,,,,,хобот,41.0,46.0,NOUN,Inan,Acc,Masc,Sing,Inan,Nom,,,,,,,,,,,,,,,,,,,,
345499,561051,Слон в луже воды у берега,Слон,0.0,4.0,NOUN,Anim,Nom,Masc,Sing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83547,741489,Маленький слон стоит рядом с пнем.,слон,10.0,14.0,NOUN,Anim,Nom,Masc,Sing,стоит,15.0,20.0,VERB,Imp,,Ind,Sing,Pres,Fin,Act,3.0,0.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232244,241707,"Элегантный с красной шалью, накинутой поверх него.",Элегантный,0.0,10.0,ADJ,,Nom,Masc,Sing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pos,,,,,,,,,,,,,,,
410344,29095,Большой слон идет рядом с упавшим деревом.,слон,8.0,12.0,NOUN,Anim,Nom,Masc,Sing,идет,13.0,17.0,VERB,Imp,,Ind,Sing,Pres,Fin,Act,3.0,0.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21338,439874,Слон идет по траве поля.,Слон,0.0,4.0,NOUN,Inan,Nom,Masc,Sing,идет,5.0,9.0,VERB,Imp,,Ind,Sing,Pres,Fin,Act,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108338,454108,Два слона стоят у деревьев в дикой природе.,слона,4.0,9.0,NOUN,Anim,Gen,Masc,Sing,стоят,10.0,15.0,VERB,Imp,,Ind,Plur,Pres,Fin,Act,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31569,579782,Две зебры стоят рядом со слоном и стадом водяных буйволов.,зебры,4.0,9.0,NOUN,Inan,Gen,Fem,Sing,стоят,10.0,15.0,VERB,Imp,,Ind,Plur,Pres,Fin,Act,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476300,685124,Несколько слонов ходят по грязи возле травы.,слонов,10.0,16.0,NOUN,Anim,Gen,Masc,Plur,ходят,17.0,22.0,VERB,Imp,,Ind,Plur,Pres,Fin,Act,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94538,219262,Три слона и зебра вместе стоят на улице.,слона,4.0,9.0,NOUN,Anim,Gen,Masc,Sing,стоят,25.0,30.0,VERB,Imp,,Ind,Plur,Pres,Fin,Act,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Три слона и зебра вместе стояли на улице.,Past,Три слона и зебра вместе будут стоять на улице.,Fut
25191,689647,два слона вместе гуляют по дикой природе,слона,4.0,9.0,NOUN,Anim,Gen,Masc,Sing,гуляют,17.0,23.0,VERB,Imp,,Ind,Plur,Pres,Fin,Act,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69928,590059,Статуя слона висит на стене здания.,,,,,,,,Sing,Статуя,13.0,18.0,NOUN,,Fem,Ind,Sing,,,,,,,,,,,,,,,Inan,Nom,,,,,,,,,,,,,,,,,Статуя слона висела на стене здания.,Past,Статуя слона будет висеть на стене здания.,Fut
125160,119670,"Зеркало заднего вида показывает слона, идущего по дороге.",Зеркало,0.0,7.0,NOUN,Inan,Nom,Neut,Sing,показывает,21.0,31.0,VERB,Imp,,Ind,Sing,Pres,Fin,Act,3.0,,,слона,32.0,37.0,NOUN,Anim,Acc,Masc,Sing,,,,,,,,,,,,,,,,,,,,,,
